user_id,transaction_id,transaction_amount,transaction_count_7d,transaction_count_30d,avg_transaction_amount_30d,is_weekend,device_type,location_city,is_fraud,event_timestamp,created_timestamp
268,473,119.34,2,2,60.32,False,mobile,Surabaya,False,2026-01-15 19:50:15.293181,2026-03-02 03:05:12.293181
268,2484,68.44,1,2,93.89,False,mobile,Surabaya,False,2026-02-11 18:22:58.293181,2026-03-02 03:05:12.293181
268,1308,68.42,1,2,68.43,False,web,Bandung,False,2026-02-26 19:14:31.293181,2026-03-02 03:05:12.293181
269,3929,35.27,1,1,35.27,False,web,Surabaya,False,2026-01-14 10:17:16.293181,2026-03-02 03:05:12.293181
269,3377,214.4,2,2,124.84,False,web,Bandung,False,2026-01-15 11:00:42.293181,2026-03-02 03:05:12.293181
269,1236,270.42,1,3,173.36,False,web,Medan,False,2026-01-30 15:39:33.293181,2026-03-02 03:05:12.293181
269,2773,20.12,2,4,135.05,False,mobile,Surabaya,False,2026-02-06 05:37:41.293181,2026-03-02 03:05:12.293181
269,3596,137.52,1,4,160.62,True,mobile,Surabaya,False,2026-02-14 06:53:26.293181,2026-03-02 03:05:12.293181
269,4161,82.51,2,4,127.64,True,mobile,Medan,False,2026-02-14 16:03:04.293181,2026-03-02 03:05:12.293181
269,2352,9.44,3,5,104.0,False,mobile,Bandung,False,2026-02-19 05:34:03.293181,2026-03-02 03:05:12.293181
269,2483,152.62,3,6,112.11,True,mobile,Bandung,False,2026-02-21 14:02:16.293181,2026-03-02 03:05:12.293181
269,4102,21.13,3,7,99.11,False,mobile,Semarang,False,2026-02-23 05:14:47.293181,2026-03-02 03:05:12.293181
270,3056,19.25,1,1,19.25,False,mobile,Medan,False,2026-01-06 05:27:34.293181,2026-03-02 03:05:12.293181
270,3421,31.67,1,2,25.46,False,web,Medan,False,2026-01-21 21:44:23.293181,2026-03-02 03:05:12.293181
270,3716,27.21,1,3,26.04,False,mobile,Medan,False,2026-02-03 02:12:44.293181,2026-03-02 03:05:12.293181
270,2551,19.83,2,4,24.49,False,mobile,Semarang,False,2026-02-03 10:55:35.293181,2026-03-02 03:05:12.293181
270,2031,66.21,1,4,36.23,False,mobile,Surabaya,False,2026-02-10 14:59:13.293181,2026-03-02 03:05:12.293181
270,2778,40.22,2,5,37.03,False,web,Medan,False,2026-02-16 08:21:49.293181,2026-03-02 03:05:12.293181
270,2583,352.72,2,6,89.64,False,mobile,Jakarta,False,2026-02-18 19:37:02.293181,2026-03-02 03:05:12.293181
270,4166,23.02,2,6,88.2,False,mobile,Jakarta,False,2026-02-24 13:59:41.293181,2026-03-02 03:05:12.293181
270,2274,71.21,3,7,85.77,False,web,Medan,False,2026-02-25 09:11:02.293181,2026-03-02 03:05:12.293181
270,1626,89.46,3,8,86.24,False,mobile,Jakarta,False,2026-02-27 15:27:39.293181,2026-03-02 03:05:12.293181
271,3718,175.46,1,1,175.46,False,web,Bandung,False,2026-01-01 14:54:55.293181,2026-03-02 03:05:12.293181
271,279,60.17,2,2,117.82,False,mobile,Jakarta,False,2026-01-02 15:18:19.293181,2026-03-02 03:05:12.293181
271,2732,20.31,3,3,85.31,False,mobile,Jakarta,False,2026-01-06 21:54:13.293181,2026-03-02 03:05:12.293181
271,522,734.52,1,4,247.62,False,web,Bandung,True,2026-01-15 03:22:03.293181,2026-03-02 03:05:12.293181
271,4668,67.05,1,2,400.78,True,web,Jakarta,False,2026-02-07 08:52:56.293181,2026-03-02 03:05:12.293181
271,3820,76.51,2,3,292.69,True,mobile,Surabaya,False,2026-02-08 06:53:52.293181,2026-03-02 03:05:12.293181
271,4215,34.18,1,3,59.25,False,mobile,Semarang,False,2026-02-20 17:34:19.293181,2026-03-02 03:05:12.293181
271,190,12.57,2,4,47.58,False,mobile,Medan,False,2026-02-20 23:45:57.293181,2026-03-02 03:05:12.293181
271,2641,40.59,3,5,46.18,True,web,Bandung,False,2026-02-21 05:42:30.293181,2026-03-02 03:05:12.293181
272,2087,37.68,1,1,37.68,True,web,Medan,False,2026-01-04 05:56:30.293181,2026-03-02 03:05:12.293181
272,1698,21.32,2,2,29.5,False,mobile,Surabaya,False,2026-01-05 23:09:31.293181,2026-03-02 03:05:12.293181
272,444,9.69,3,3,22.9,False,web,Surabaya,False,2026-01-08 16:03:10.293181,2026-03-02 03:05:12.293181
272,861,179.54,4,4,62.06,True,web,Bandung,False,2026-01-11 04:19:04.293181,2026-03-02 03:05:12.293181
272,2228,51.43,1,5,59.93,False,web,Medan,True,2026-01-21 03:20:45.293181,2026-03-02 03:05:12.293181
272,4143,94.29,2,6,65.66,False,mobile,Jakarta,False,2026-01-22 13:11:50.293181,2026-03-02 03:05:12.293181
272,1204,91.38,3,7,69.33,True,web,Surabaya,False,2026-01-25 02:55:03.293181,2026-03-02 03:05:12.293181
272,3957,76.27,1,6,83.77,False,mobile,Semarang,False,2026-02-05 20:13:47.293181,2026-03-02 03:05:12.293181
272,242,187.59,2,7,98.6,True,web,Semarang,False,2026-02-07 06:29:31.293181,2026-03-02 03:05:12.293181
272,2965,612.63,1,6,185.6,False,web,Medan,False,2026-02-17 21:17:05.293181,2026-03-02 03:05:12.293181
272,2367,26.24,2,5,198.82,True,web,Semarang,False,2026-02-22 17:06:53.293181,2026-03-02 03:05:12.293181
272,1828,32.25,3,5,187.0,False,web,Medan,False,2026-02-24 17:58:54.293181,2026-03-02 03:05:12.293181
272,3515,14.54,3,6,158.25,False,mobile,Bandung,False,2026-02-26 01:27:36.293181,2026-03-02 03:05:12.293181
273,3428,28.32,1,1,28.32,True,mobile,Bandung,False,2026-01-04 03:27:59.293181,2026-03-02 03:05:12.293181
273,3834,12.41,2,2,20.37,False,mobile,Medan,False,2026-01-09 04:23:48.293181,2026-03-02 03:05:12.293181
273,4838,79.16,2,3,39.96,False,web,Semarang,False,2026-01-14 07:54:27.293181,2026-03-02 03:05:12.293181
273,269,14.44,1,4,33.58,False,web,Semarang,False,2026-01-26 15:50:04.293181,2026-03-02 03:05:12.293181
273,2301,64.58,2,5,39.78,False,web,Bandung,False,2026-01-26 18:51:50.293181,2026-03-02 03:05:12.293181
273,3339,30.92,1,4,47.28,False,mobile,Bandung,False,2026-02-11 23:56:55.293181,2026-03-02 03:05:12.293181
273,4138,11.13,2,4,30.27,True,mobile,Surabaya,False,2026-02-15 15:01:32.293181,2026-03-02 03:05:12.293181
273,1095,360.67,1,4,116.82,False,web,Medan,True,2026-02-25 18:43:10.293181,2026-03-02 03:05:12.293181
274,4924,64.86,1,1,64.86,True,mobile,Jakarta,False,2026-01-11 19:06:04.293181,2026-03-02 03:05:12.293181
274,2620,54.35,2,2,59.6,True,web,Semarang,False,2026-01-17 23:54:20.293181,2026-03-02 03:05:12.293181
274,3118,106.95,2,3,75.39,False,mobile,Medan,False,2026-01-22 05:18:21.293181,2026-03-02 03:05:12.293181
274,4504,31.08,3,4,64.31,False,mobile,Medan,False,2026-01-23 14:00:49.293181,2026-03-02 03:05:12.293181
274,3556,20.99,1,5,55.65,False,mobile,Bandung,False,2026-02-04 05:38:45.293181,2026-03-02 03:05:12.293181
274,4025,4.25,1,5,43.52,False,mobile,Surabaya,False,2026-02-16 08:39:42.293181,2026-03-02 03:05:12.293181
274,1249,95.75,2,3,40.33,False,mobile,Medan,False,2026-02-23 00:13:45.293181,2026-03-02 03:05:12.293181
274,1653,33.71,2,4,38.67,False,web,Bandung,False,2026-02-25 17:23:34.293181,2026-03-02 03:05:12.293181
274,979,6.11,3,5,32.16,True,mobile,Bandung,False,2026-03-01 15:40:59.293181,2026-03-02 03:05:12.293181
274,113,17.94,3,6,29.79,False,web,Semarang,False,2026-03-02 01:29:00.293181,2026-03-02 03:05:12.293181
275,685,115.02,1,1,115.02,False,mobile,Bandung,False,2025-12-31 21:17:00.293181,2026-03-02 03:05:12.293181
275,3732,34.27,2,2,74.64,True,mobile,Semarang,False,2026-01-03 01:52:22.293181,2026-03-02 03:05:12.293181
275,2753,15.38,3,3,54.89,True,mobile,Surabaya,False,2026-01-03 19:48:15.293181,2026-03-02 03:05:12.293181
275,3258,26.39,1,4,47.76,False,mobile,Surabaya,False,2026-01-14 10:31:15.293181,2026-03-02 03:05:12.293181
275,3971,152.79,2,5,68.77,True,mobile,Bandung,False,2026-01-18 07:59:39.293181,2026-03-02 03:05:12.293181
275,1869,26.66,3,6,61.75,False,mobile,Surabaya,False,2026-01-19 14:22:46.293181,2026-03-02 03:05:12.293181
275,4146,24.78,4,7,56.47,False,mobile,Semarang,False,2026-01-21 02:52:00.293181,2026-03-02 03:05:12.293181
275,65,19.33,1,6,44.22,False,mobile,Bandung,False,2026-02-02 12:26:25.293181,2026-03-02 03:05:12.293181
275,369,102.77,1,6,58.79,False,mobile,Medan,False,2026-02-10 12:36:56.293181,2026-03-02 03:05:12.293181
275,1223,26.65,2,6,58.83,True,web,Jakarta,False,2026-02-14 00:37:38.293181,2026-03-02 03:05:12.293181
275,4519,75.09,2,6,45.88,False,mobile,Bandung,False,2026-02-17 13:32:15.293181,2026-03-02 03:05:12.293181
275,4657,23.9,3,6,45.42,False,mobile,Surabaya,False,2026-02-19 19:50:30.293181,2026-03-02 03:05:12.293181
275,202,81.34,3,6,54.85,False,mobile,Surabaya,False,2026-02-23 02:39:05.293181,2026-03-02 03:05:12.293181
276,952,62.34,1,1,62.34,False,web,Jakarta,False,2026-01-06 08:25:31.293181,2026-03-02 03:05:12.293181
276,1917,61.48,2,2,61.91,True,mobile,Surabaya,False,2026-01-10 22:47:36.293181,2026-03-02 03:05:12.293181
276,1577,44.52,1,3,56.11,False,web,Surabaya,False,2026-01-22 18:19:21.293181,2026-03-02 03:05:12.293181
276,3939,11.21,2,4,44.89,False,web,Bandung,False,2026-01-29 03:05:56.293181,2026-03-02 03:05:12.293181
276,4765,57.18,3,5,47.35,False,web,Bandung,False,2026-01-29 07:42:01.293181,2026-03-02 03:05:12.293181
276,160,13.63,3,6,41.73,False,mobile,Medan,False,2026-02-03 13:31:29.293181,2026-03-02 03:05:12.293181
276,1128,213.42,4,7,66.25,False,mobile,Semarang,False,2026-02-03 17:42:01.293181,2026-03-02 03:05:12.293181
276,4841,139.09,3,7,77.22,False,web,Medan,False,2026-02-05 13:06:22.293181,2026-03-02 03:05:12.293181
276,3499,228.95,4,8,96.18,False,web,Jakarta,False,2026-02-06 06:16:10.293181,2026-03-02 03:05:12.293181
276,3703,33.58,5,8,92.7,False,mobile,Surabaya,False,2026-02-10 02:53:56.293181,2026-03-02 03:05:12.293181
276,721,10.74,2,9,83.59,True,web,Semarang,False,2026-02-15 07:02:38.293181,2026-03-02 03:05:12.293181
276,3818,7.88,3,10,76.02,True,web,Semarang,False,2026-02-15 17:32:52.293181,2026-03-02 03:05:12.293181
276,500,52.08,4,11,73.84,True,mobile,Semarang,False,2026-02-15 17:53:51.293181,2026-03-02 03:05:12.293181
276,4715,28.69,5,12,70.08,False,mobile,Bandung,False,2026-02-16 16:41:55.293181,2026-03-02 03:05:12.293181
277,3877,24.75,1,1,24.75,True,mobile,Medan,False,2026-01-04 13:21:27.293181,2026-03-02 03:05:12.293181
277,1016,9.6,2,2,17.18,False,mobile,Surabaya,False,2026-01-06 04:43:50.293181,2026-03-02 03:05:12.293181
277,907,40.17,3,3,24.84,False,mobile,Medan,False,2026-01-07 11:14:25.293181,2026-03-02 03:05:12.293181
277,388,56.54,4,4,32.76,False,mobile,Medan,False,2026-01-08 08:03:37.293181,2026-03-02 03:05:12.293181
277,238,12.68,5,5,28.75,True,mobile,Surabaya,False,2026-01-11 02:22:33.293181,2026-03-02 03:05:12.293181
277,1398,130.04,1,6,45.63,False,mobile,Bandung,False,2026-01-22 18:40:07.293181,2026-03-02 03:05:12.293181
277,1824,151.14,1,7,60.7,False,mobile,Medan,False,2026-02-02 02:10:47.293181,2026-03-02 03:05:12.293181
277,330,45.84,2,6,72.74,False,mobile,Semarang,False,2026-02-05 23:23:38.293181,2026-03-02 03:05:12.293181
277,4264,28.39,2,4,88.85,False,web,Semarang,True,2026-02-11 23:57:59.293181,2026-03-02 03:05:12.293181
277,1927,39.48,2,5,78.98,True,mobile,Semarang,False,2026-02-14 00:37:01.293181,2026-03-02 03:05:12.293181
277,2008,6.91,2,6,66.97,False,mobile,Medan,False,2026-02-19 17:07:26.293181,2026-03-02 03:05:12.293181
277,3811,36.91,2,6,51.45,True,mobile,Semarang,False,2026-02-22 21:54:08.293181,2026-03-02 03:05:12.293181
277,2579,115.26,3,7,60.56,False,mobile,Medan,False,2026-02-23 01:35:19.293181,2026-03-02 03:05:12.293181
277,286,167.96,4,8,73.99,False,mobile,Jakarta,False,2026-02-25 13:29:05.293181,2026-03-02 03:05:12.293181
278,4098,15.36,1,1,15.36,False,mobile,Bandung,False,2026-01-29 23:22:48.293181,2026-03-02 03:05:12.293181
278,3015,399.35,2,2,207.36,False,mobile,Semarang,False,2026-02-05 15:49:36.293181,2026-03-02 03:05:12.293181
278,3778,29.25,2,3,147.99,True,mobile,Bandung,False,2026-02-07 02:47:33.293181,2026-03-02 03:05:12.293181
278,1480,140.04,3,4,146.0,True,mobile,Surabaya,False,2026-02-07 03:37:07.293181,2026-03-02 03:05:12.293181
278,921,53.57,4,5,127.51,False,mobile,Jakarta,False,2026-02-10 02:28:19.293181,2026-03-02 03:05:12.293181
278,433,225.31,1,6,143.81,False,mobile,Jakarta,False,2026-02-18 17:03:33.293181,2026-03-02 03:05:12.293181
278,1663,42.57,2,7,129.35,False,web,Semarang,False,2026-02-19 14:21:14.293181,2026-03-02 03:05:12.293181
278,4785,13.53,1,8,114.87,False,mobile,Medan,False,2026-02-27 07:39:37.293181,2026-03-02 03:05:12.293181
279,1369,158.44,1,1,158.44,False,web,Surabaya,False,2026-01-05 15:14:48.293181,2026-03-02 03:05:12.293181
279,4234,73.61,1,2,116.02,False,web,Jakarta,False,2026-01-12 23:51:04.293181,2026-03-02 03:05:12.293181
279,516,24.42,2,3,85.49,True,mobile,Semarang,False,2026-01-17 23:09:03.293181,2026-03-02 03:05:12.293181
279,3832,104.8,3,4,90.32,True,mobile,Medan,False,2026-01-18 20:50:52.293181,2026-03-02 03:05:12.293181
279,3595,116.35,3,5,95.52,False,mobile,Jakarta,False,2026-01-23 23:23:27.293181,2026-03-02 03:05:12.293181
279,1583,10.79,1,6,81.4,True,mobile,Semarang,False,2026-02-01 12:37:45.293181,2026-03-02 03:05:12.293181
279,4511,365.57,2,7,122.0,False,mobile,Medan,False,2026-02-04 10:28:55.293181,2026-03-02 03:05:12.293181
279,2846,59.65,3,7,107.88,True,web,Semarang,False,2026-02-08 07:24:24.293181,2026-03-02 03:05:12.293181
279,1957,38.93,3,8,99.26,True,mobile,Bandung,False,2026-02-08 13:25:29.293181,2026-03-02 03:05:12.293181
279,4782,133.98,3,9,103.12,False,mobile,Medan,False,2026-02-11 17:18:38.293181,2026-03-02 03:05:12.293181
279,2779,25.69,3,9,97.8,True,mobile,Jakarta,False,2026-02-15 12:14:50.293181,2026-03-02 03:05:12.293181
279,3473,26.73,1,7,94.48,False,web,Semarang,False,2026-02-26 11:37:02.293181,2026-03-02 03:05:12.293181
280,3430,110.81,1,1,110.81,True,web,Surabaya,False,2026-01-04 16:06:30.293181,2026-03-02 03:05:12.293181
280,1731,60.0,2,2,85.4,False,mobile,Medan,False,2026-01-05 04:18:44.293181,2026-03-02 03:05:12.293181
280,2812,8.38,3,3,59.73,False,web,Surabaya,False,2026-01-06 12:22:02.293181,2026-03-02 03:05:12.293181
280,3159,10.58,4,4,47.44,False,mobile,Semarang,False,2026-01-06 21:41:47.293181,2026-03-02 03:05:12.293181
280,4792,59.83,5,5,49.92,False,web,Medan,False,2026-01-08 19:26:31.293181,2026-03-02 03:05:12.293181
280,4462,201.86,6,6,75.24,False,mobile,Surabaya,False,2026-01-09 02:22:04.293181,2026-03-02 03:05:12.293181
280,2893,259.73,1,7,101.6,True,mobile,Medan,False,2026-01-18 11:42:18.293181,2026-03-02 03:05:12.293181
280,4093,18.18,2,8,91.17,False,mobile,Bandung,False,2026-01-19 04:22:15.293181,2026-03-02 03:05:12.293181
280,955,17.92,3,9,83.03,False,web,Jakarta,False,2026-01-21 17:53:05.293181,2026-03-02 03:05:12.293181
280,586,55.25,1,10,80.25,False,mobile,Semarang,False,2026-02-02 12:23:59.293181,2026-03-02 03:05:12.293181
280,14,182.47,2,7,113.61,False,mobile,Semarang,False,2026-02-06 16:11:29.293181,2026-03-02 03:05:12.293181
280,31,40.1,2,6,95.61,False,mobile,Medan,False,2026-02-09 21:59:45.293181,2026-03-02 03:05:12.293181
281,877,56.23,1,1,56.23,False,mobile,Semarang,False,2025-12-31 04:34:33.293181,2026-03-02 03:05:12.293181
281,2082,466.04,1,2,261.14,True,mobile,Bandung,False,2026-01-11 13:17:28.293181,2026-03-02 03:05:12.293181
281,767,25.65,2,3,182.64,False,mobile,Medan,False,2026-01-15 14:46:59.293181,2026-03-02 03:05:12.293181
281,3727,16.29,2,4,141.05,False,web,Semarang,False,2026-01-21 11:07:14.293181,2026-03-02 03:05:12.293181
281,2728,27.02,2,5,118.25,False,mobile,Bandung,False,2026-01-27 14:38:00.293181,2026-03-02 03:05:12.293181
281,4937,20.13,1,3,21.15,True,mobile,Surabaya,False,2026-02-14 19:24:51.293181,2026-03-02 03:05:12.293181
282,3699,145.09,1,1,145.09,True,mobile,Medan,False,2026-01-04 18:54:41.293181,2026-03-02 03:05:12.293181
282,1463,108.51,2,2,126.8,False,mobile,Medan,False,2026-01-05 19:09:27.293181,2026-03-02 03:05:12.293181
282,384,30.58,3,3,94.73,False,web,Surabaya,False,2026-01-09 07:22:24.293181,2026-03-02 03:05:12.293181
282,4071,102.09,1,4,96.57,True,web,Surabaya,False,2026-01-18 00:47:12.293181,2026-03-02 03:05:12.293181
282,3285,25.62,2,5,82.38,False,mobile,Medan,False,2026-01-19 21:48:07.293181,2026-03-02 03:05:12.293181
282,4466,62.18,1,6,79.01,False,mobile,Semarang,False,2026-01-30 00:45:33.293181,2026-03-02 03:05:12.293181
282,276,94.38,1,5,62.97,True,web,Jakarta,False,2026-02-08 04:43:37.293181,2026-03-02 03:05:12.293181
282,3531,19.83,2,5,60.82,True,web,Bandung,False,2026-02-08 07:23:23.293181,2026-03-02 03:05:12.293181
282,3014,316.15,3,6,103.38,False,mobile,Surabaya,False,2026-02-13 06:57:45.293181,2026-03-02 03:05:12.293181
282,4775,56.06,2,7,96.62,False,mobile,Bandung,False,2026-02-16 05:31:43.293181,2026-03-02 03:05:12.293181
282,1496,319.0,3,7,127.6,False,web,Bandung,False,2026-02-18 07:17:39.293181,2026-03-02 03:05:12.293181
282,1208,28.55,1,7,128.02,False,mobile,Jakarta,False,2026-02-25 08:46:01.293181,2026-03-02 03:05:12.293181
283,591,38.64,1,1,38.64,False,mobile,Semarang,False,2026-01-01 02:34:27.293181,2026-03-02 03:05:12.293181
283,1581,56.65,2,2,47.64,False,mobile,Bandung,False,2026-01-01 17:50:09.293181,2026-03-02 03:05:12.293181
283,574,106.24,3,3,67.18,False,mobile,Jakarta,False,2026-01-05 20:31:13.293181,2026-03-02 03:05:12.293181
283,1516,148.13,3,4,87.42,False,web,Surabaya,False,2026-01-08 12:58:43.293181,2026-03-02 03:05:12.293181
283,3112,44.82,2,5,78.9,False,web,Jakarta,False,2026-01-13 05:20:37.293181,2026-03-02 03:05:12.293181
283,1514,19.81,3,6,69.05,False,mobile,Jakarta,False,2026-01-15 00:46:50.293181,2026-03-02 03:05:12.293181
283,3045,18.63,3,7,61.85,False,mobile,Bandung,False,2026-01-19 03:43:38.293181,2026-03-02 03:05:12.293181
283,4617,19.76,2,8,56.58,True,mobile,Medan,False,2026-01-24 12:45:20.293181,2026-03-02 03:05:12.293181
283,71,71.14,2,9,58.2,False,mobile,Semarang,False,2026-01-28 19:41:19.293181,2026-03-02 03:05:12.293181
283,1542,55.62,3,9,60.09,True,mobile,Medan,False,2026-01-31 03:49:28.293181,2026-03-02 03:05:12.293181
283,4019,51.85,3,9,59.56,False,web,Jakarta,False,2026-02-03 06:57:33.293181,2026-03-02 03:05:12.293181
283,4196,73.82,3,9,55.95,False,mobile,Jakarta,False,2026-02-05 09:15:46.293181,2026-03-02 03:05:12.293181
283,4139,4.72,3,9,40.02,True,mobile,Jakarta,False,2026-02-08 18:16:00.293181,2026-03-02 03:05:12.293181
283,1336,135.11,4,10,49.53,True,web,Jakarta,False,2026-02-08 18:46:40.293181,2026-03-02 03:05:12.293181
283,3077,5.59,3,10,45.6,False,web,Medan,False,2026-02-13 20:56:33.293181,2026-03-02 03:05:12.293181
283,2102,44.66,1,7,53.05,True,web,Surabaya,False,2026-03-01 04:49:23.293181,2026-03-02 03:05:12.293181
284,1203,16.3,1,1,16.3,False,mobile,Jakarta,False,2026-01-01 12:22:45.293181,2026-03-02 03:05:12.293181
284,308,71.48,2,2,43.89,False,web,Medan,False,2026-01-02 04:49:38.293181,2026-03-02 03:05:12.293181
284,526,97.02,3,3,61.6,True,mobile,Semarang,False,2026-01-04 01:01:11.293181,2026-03-02 03:05:12.293181
284,2448,47.12,4,4,57.98,False,mobile,Bandung,False,2026-01-06 10:08:14.293181,2026-03-02 03:05:12.293181
284,2657,151.19,5,5,76.62,False,mobile,Medan,False,2026-01-07 13:11:13.293181,2026-03-02 03:05:12.293181
284,539,28.28,1,6,68.56,True,mobile,Surabaya,False,2026-01-17 07:37:17.293181,2026-03-02 03:05:12.293181
284,193,172.76,1,7,83.45,False,web,Medan,False,2026-01-29 01:18:16.293181,2026-03-02 03:05:12.293181
284,3040,9.25,1,3,70.1,True,web,Bandung,False,2026-02-07 11:45:48.293181,2026-03-02 03:05:12.293181
284,1255,321.76,2,4,133.01,False,web,Bandung,False,2026-02-09 09:09:40.293181,2026-03-02 03:05:12.293181
284,752,131.74,2,5,132.76,False,mobile,Semarang,False,2026-02-16 03:00:25.293181,2026-03-02 03:05:12.293181
284,4055,56.81,2,5,138.46,False,mobile,Surabaya,False,2026-02-16 10:59:31.293181,2026-03-02 03:05:12.293181
284,2783,384.96,3,6,179.55,True,web,Semarang,False,2026-02-21 09:02:05.293181,2026-03-02 03:05:12.293181
284,4354,41.84,4,7,159.87,True,web,Jakarta,False,2026-02-22 16:29:34.293181,2026-03-02 03:05:12.293181
284,1990,36.2,5,8,144.42,False,mobile,Medan,False,2026-02-23 02:56:14.293181,2026-03-02 03:05:12.293181
284,3278,62.55,4,9,135.32,False,mobile,Semarang,False,2026-02-24 22:31:57.293181,2026-03-02 03:05:12.293181
284,4302,70.01,4,9,123.9,True,web,Surabaya,False,2026-03-01 03:51:19.293181,2026-03-02 03:05:12.293181
285,2178,128.11,1,1,128.11,False,mobile,Semarang,False,2026-01-20 09:51:34.293181,2026-03-02 03:05:12.293181
285,421,60.6,2,2,94.36,True,web,Medan,False,2026-01-24 05:40:51.293181,2026-03-02 03:05:12.293181
285,2141,67.18,1,3,85.3,False,mobile,Semarang,False,2026-02-05 14:09:02.293181,2026-03-02 03:05:12.293181
285,4721,71.04,2,4,81.73,False,mobile,Jakarta,False,2026-02-06 14:54:57.293181,2026-03-02 03:05:12.293181
285,4347,63.9,3,5,78.17,True,mobile,Bandung,False,2026-02-08 13:21:37.293181,2026-03-02 03:05:12.293181
285,1181,165.05,4,6,92.65,False,mobile,Surabaya,False,2026-02-11 19:59:47.293181,2026-03-02 03:05:12.293181
285,1171,135.57,1,5,100.55,False,web,Semarang,False,2026-02-27 13:05:38.293181,2026-03-02 03:05:12.293181
285,3919,12.12,2,6,85.81,True,web,Jakarta,False,2026-03-01 09:54:06.293181,2026-03-02 03:05:12.293181
286,3447,172.9,1,1,172.9,False,web,Bandung,False,2026-01-07 13:30:25.293181,2026-03-02 03:05:12.293181
286,4553,110.61,2,2,141.76,False,mobile,Medan,True,2026-01-09 07:43:44.293181,2026-03-02 03:05:12.293181
286,2505,277.01,3,3,186.84,True,mobile,Semarang,False,2026-01-10 19:32:41.293181,2026-03-02 03:05:12.293181
286,3909,119.7,4,4,170.06,False,mobile,Medan,False,2026-01-13 17:05:38.293181,2026-03-02 03:05:12.293181
286,1299,160.68,1,5,168.18,False,mobile,Semarang,False,2026-01-29 22:11:27.293181,2026-03-02 03:05:12.293181
286,123,49.37,1,2,105.02,False,mobile,Bandung,False,2026-02-13 00:15:04.293181,2026-03-02 03:05:12.293181
286,2196,48.2,2,3,86.08,False,mobile,Medan,False,2026-02-13 18:29:14.293181,2026-03-02 03:05:12.293181
286,3299,159.87,3,4,104.53,False,web,Semarang,False,2026-02-17 16:21:08.293181,2026-03-02 03:05:12.293181
286,4346,22.57,1,5,88.14,False,mobile,Medan,False,2026-02-25 03:38:24.293181,2026-03-02 03:05:12.293181
286,3956,122.89,2,6,93.93,False,mobile,Semarang,False,2026-02-25 07:37:36.293181,2026-03-02 03:05:12.293181
286,851,196.44,3,7,108.57,False,mobile,Jakarta,False,2026-02-27 11:29:07.293181,2026-03-02 03:05:12.293181
286,1862,20.85,4,7,88.6,True,web,Bandung,False,2026-03-01 18:10:37.293181,2026-03-02 03:05:12.293181
287,3463,761.48,1,1,761.48,True,web,Medan,True,2026-01-17 21:59:26.293181,2026-03-02 03:05:12.293181
287,862,47.75,2,2,404.62,False,web,Semarang,False,2026-01-21 16:07:20.293181,2026-03-02 03:05:12.293181
287,3758,27.4,3,3,278.88,False,mobile,Semarang,False,2026-01-23 00:37:39.293181,2026-03-02 03:05:12.293181
287,2305,34.44,3,4,217.77,False,mobile,Medan,False,2026-01-26 14:01:08.293181,2026-03-02 03:05:12.293181
287,4370,12.12,4,5,176.64,False,mobile,Jakarta,False,2026-01-27 05:10:57.293181,2026-03-02 03:05:12.293181
287,4620,34.41,4,6,152.93,False,mobile,Medan,False,2026-01-29 01:47:49.293181,2026-03-02 03:05:12.293181
287,613,127.6,1,6,47.29,False,mobile,Bandung,False,2026-02-17 02:17:20.293181,2026-03-02 03:05:12.293181
287,2537,27.42,2,7,44.45,False,mobile,Surabaya,False,2026-02-17 10:24:58.293181,2026-03-02 03:05:12.293181
287,3990,126.96,1,3,93.99,True,web,Semarang,False,2026-03-01 21:53:30.293181,2026-03-02 03:05:12.293181
288,3952,94.53,1,1,94.53,False,web,Bandung,False,2026-01-02 04:57:22.293181,2026-03-02 03:05:12.293181
288,159,108.77,2,2,101.65,True,web,Surabaya,False,2026-01-03 08:09:47.293181,2026-03-02 03:05:12.293181
288,26,138.94,3,3,114.08,False,mobile,Surabaya,False,2026-01-05 19:10:38.293181,2026-03-02 03:05:12.293181
288,3275,386.53,4,4,182.19,False,mobile,Jakarta,False,2026-01-08 04:37:55.293181,2026-03-02 03:05:12.293181
288,3417,15.69,2,5,148.89,False,web,Semarang,False,2026-01-14 15:39:56.293181,2026-03-02 03:05:12.293181
288,2146,2.39,2,6,124.48,False,mobile,Jakarta,False,2026-01-15 08:49:10.293181,2026-03-02 03:05:12.293181
288,577,49.98,3,7,113.83,False,mobile,Medan,False,2026-01-20 20:38:56.293181,2026-03-02 03:05:12.293181
288,2188,51.29,3,8,106.02,False,web,Bandung,False,2026-01-21 16:51:25.293181,2026-03-02 03:05:12.293181
288,2145,14.67,1,9,95.87,False,web,Surabaya,False,2026-01-29 18:28:01.293181,2026-03-02 03:05:12.293181
288,1891,18.96,2,10,88.18,False,web,Medan,False,2026-01-30 22:11:17.293181,2026-03-02 03:05:12.293181
288,2981,12.56,3,8,69.01,False,mobile,Semarang,False,2026-02-04 21:58:09.293181,2026-03-02 03:05:12.293181
288,3197,9.5,3,9,62.4,False,mobile,Surabaya,False,2026-02-05 23:43:02.293181,2026-03-02 03:05:12.293181
288,3502,89.14,1,5,28.97,True,web,Semarang,False,2026-02-22 13:33:44.293181,2026-03-02 03:05:12.293181
