house_id,event_timestamp,house_size,bedrooms,bathrooms,floors,year_built,location_score,distance_city,garage,garden,school_rating,crime_rate,house_price
4206,2021-05-05,177,2,2,2,1981,2.01,4.91,0,0,6.27,0.241,655380
4207,2021-09-02,260,3,2,2,1988,8.1,15.96,2,1,4.27,0.245,1012823
4208,2022-06-26,60,1,3,2,1981,2.15,10.27,0,0,2.87,0.73,226027
4209,2022-04-30,225,1,1,2,2016,7.54,1.67,2,1,2.03,0.355,913646
4210,2021-05-02,182,5,3,2,1999,5.75,7.64,0,0,7.12,0.256,837572
4211,2021-05-05,63,2,1,2,1996,4.47,21.59,1,0,3.44,0.886,191467
4212,2022-07-03,99,2,3,2,2004,6.52,20.0,0,1,9.17,0.034,489795
4213,2021-06-19,121,2,2,1,1998,7.95,16.25,1,1,2.74,0.736,542780
4214,2021-05-04,118,1,3,1,2021,9.47,2.6,0,1,3.19,0.961,602286
4215,2023-05-19,65,4,2,1,1987,3.38,22.13,1,1,8.67,0.626,292844
4216,2021-02-04,105,1,2,2,1990,9.52,13.6,1,0,6.15,0.548,546031
4217,2021-03-28,154,1,1,1,1992,9.65,12.62,0,0,1.98,0.061,682054
4218,2022-10-08,181,1,3,2,1992,8.32,23.38,2,0,5.95,0.503,709174
4219,2022-12-09,97,4,3,1,1988,8.93,0.72,1,1,3.77,0.361,640226
4220,2023-02-25,297,3,3,1,1984,7.23,14.12,1,1,7.63,0.778,1151025
4221,2021-07-20,322,5,3,1,1997,1.35,19.89,0,1,1.7,0.812,1056644
4222,2022-01-04,160,3,1,1,2019,6.18,2.06,2,1,9.26,0.168,776265
4223,2023-03-08,87,3,1,1,1993,7.72,9.25,1,0,5.3,0.522,498652
4224,2021-03-18,289,1,1,2,2013,9.48,24.45,0,0,7.61,0.86,1049978
4225,2021-02-28,170,3,2,2,2001,6.13,5.69,1,1,7.34,0.625,783671
4226,2022-03-07,97,1,2,1,2012,8.15,13.51,0,1,2.6,0.481,451299
4227,2022-09-30,59,1,2,2,2003,7.35,18.78,0,0,8.92,0.898,332444
4228,2022-05-15,282,5,1,1,2008,3.53,10.06,2,0,3.09,0.966,993121
4229,2021-04-19,85,2,2,1,1992,2.39,10.49,0,1,2.72,0.235,368453
4230,2023-01-06,53,1,3,1,2006,7.76,2.05,2,1,5.69,0.183,431306
4231,2021-10-05,93,3,2,2,1980,3.1,5.16,0,1,9.86,0.865,493923
4232,2021-03-09,105,5,1,1,1986,3.2,22.07,0,0,3.82,0.243,400263
4233,2021-03-10,91,3,1,1,1983,6.8,20.55,1,1,9.68,0.848,456563
4234,2021-06-14,304,2,1,2,1989,8.1,7.96,2,0,4.92,0.301,1230969
4235,2022-05-04,277,4,1,1,2019,6.24,9.85,1,0,8.51,0.019,1132687
4236,2021-11-01,163,2,3,2,2014,8.96,11.29,2,1,5.77,0.422,777290
4237,2022-11-05,286,5,2,2,2018,2.9,8.98,2,1,2.85,0.04,1054966
4238,2021-12-31,223,2,2,2,1995,3.27,16.52,1,1,8.92,0.208,827254
4239,2023-05-04,304,2,1,2,2006,6.73,0.81,2,1,1.65,0.479,1184747
4240,2023-04-01,326,5,2,2,1999,8.46,22.06,2,0,7.14,0.038,1273190
4241,2022-01-14,118,5,3,2,1989,5.85,7.87,1,1,8.48,0.033,657108
4242,2021-12-09,279,3,1,2,2012,1.09,21.87,2,0,8.49,0.155,926817
4243,2023-06-18,116,1,2,2,1986,7.09,11.63,1,0,6.9,0.463,553530
4244,2022-07-08,85,4,2,2,2021,8.32,19.52,0,0,3.26,0.974,417264
4245,2021-12-20,208,4,2,2,2001,3.49,20.73,1,0,5.79,0.093,786397
4246,2022-02-20,198,4,2,2,2022,1.49,7.88,2,0,6.67,0.622,783908
4247,2021-04-19,76,2,1,2,1996,5.66,16.19,0,0,9.01,0.497,387634
4248,2022-07-17,121,5,1,2,1988,1.38,15.38,0,1,2.44,0.06,433002
4249,2023-02-01,297,5,3,2,2019,4.74,12.16,0,1,5.18,0.034,1122420
4250,2022-05-12,150,5,1,2,1989,1.16,12.0,1,1,4.0,0.222,591935
4251,2021-12-07,239,1,2,2,2015,3.02,7.98,1,0,4.85,0.685,850952
4252,2022-01-18,145,5,2,2,2010,4.5,8.1,0,1,2.65,0.962,644895
4253,2022-06-17,331,5,2,1,2010,2.01,13.93,2,0,2.96,0.556,1149648
4254,2021-10-27,327,2,3,1,1984,2.03,1.29,2,0,7.93,0.046,1197532
4255,2021-05-19,66,3,1,2,1997,8.44,23.37,0,1,5.31,0.258,344303
4256,2021-12-25,312,4,1,2,1985,1.37,16.42,2,1,5.63,0.942,1041685
4257,2023-04-16,156,2,1,1,2021,7.2,11.36,2,1,9.08,0.013,772426
4258,2022-05-14,117,2,2,1,2007,8.33,2.01,1,1,3.16,0.602,632686
4259,2022-01-20,177,2,2,2,2022,2.18,15.94,2,1,3.96,0.179,630058
4260,2022-08-27,342,4,2,2,2003,2.76,0.93,1,0,3.78,0.066,1264456
4261,2021-10-07,343,2,3,1,1984,6.77,17.16,0,0,6.93,0.254,1238160
4262,2022-09-29,145,3,3,2,2007,3.84,2.28,2,0,6.06,0.937,615520
4263,2022-04-28,50,5,2,1,1982,5.29,16.57,2,0,5.24,0.762,337007
4264,2021-04-21,347,3,3,2,1997,8.52,10.44,1,1,7.01,0.171,1404667
4265,2023-05-16,229,5,3,1,1983,2.24,16.73,1,1,5.36,0.066,865029
4266,2021-05-19,230,5,3,2,2019,6.58,3.89,0,0,8.34,0.493,1051351
4267,2022-03-11,284,2,1,2,2021,9.48,3.38,0,0,4.69,0.053,1172277
4268,2022-05-24,57,2,3,1,2011,1.52,6.56,2,1,9.02,0.404,343255
4269,2021-09-30,76,4,2,2,2011,1.54,10.58,1,1,2.08,0.8,316171
4270,2021-04-09,195,1,1,1,1998,5.99,6.7,1,0,1.85,0.501,720675
4271,2023-02-03,140,3,3,1,2008,9.64,2.51,2,1,6.9,0.897,782356
4272,2023-04-30,321,4,2,1,2012,2.98,8.46,1,1,4.51,0.791,1176488
4273,2021-04-14,54,4,3,2,1981,3.98,17.79,1,1,5.1,0.555,307962
4274,2021-08-02,131,3,2,1,1990,1.89,14.79,1,0,7.26,0.79,471423
4275,2023-01-31,268,3,2,2,2012,4.26,24.1,1,1,2.93,0.095,955653
4276,2022-10-26,167,5,3,1,2020,1.4,11.18,2,1,1.4,0.201,614053
4277,2023-02-01,130,1,3,1,2019,4.5,8.65,0,1,4.95,0.7,526822
4278,2023-02-26,119,2,1,1,1980,6.0,17.5,0,1,9.05,0.006,560115
4279,2021-06-14,164,1,3,1,2021,9.78,10.59,2,0,5.06,0.005,771624
4280,2023-05-03,312,1,2,2,1996,8.37,15.65,0,0,6.15,0.38,1146904
4281,2022-06-04,191,2,1,2,1995,8.4,23.68,1,1,2.88,0.867,741722
4282,2021-10-11,256,1,2,2,1981,3.05,12.73,2,1,5.18,0.981,913598
4283,2022-06-01,160,4,2,2,1983,1.79,12.71,0,0,5.33,0.65,611549
4284,2022-10-19,161,4,3,2,2011,6.43,19.49,1,0,3.12,0.95,647071
4285,2022-09-05,92,2,2,2,1986,5.69,19.02,0,1,2.47,0.848,368106
4286,2021-06-13,334,2,3,1,2008,5.65,13.15,2,1,4.15,0.201,1274119
4287,2023-06-05,177,3,2,2,1988,1.98,2.09,0,1,1.35,0.404,701245
4288,2022-10-21,234,3,1,2,2014,5.44,24.53,0,0,2.5,0.624,787804
4289,2021-03-05,278,1,3,2,1984,2.35,9.74,0,0,7.58,0.151,1055305
4290,2021-04-01,270,1,1,2,2000,4.8,8.26,2,0,6.84,0.313,1008237
4291,2021-04-27,166,2,3,2,1996,1.56,24.55,1,0,3.82,0.756,525499
4292,2023-05-16,119,1,1,2,2018,8.71,21.87,2,0,5.96,0.345,556299
4293,2021-09-24,119,5,3,1,1993,1.12,8.59,0,0,8.46,0.926,517781
4294,2023-04-02,159,4,1,1,2011,9.45,8.05,2,1,8.55,0.407,812933
4295,2022-11-16,181,1,1,2,1994,8.77,18.16,0,0,6.89,0.22,751644
4296,2022-07-13,105,1,3,1,2000,7.77,8.69,1,1,2.12,0.21,529524
4297,2021-05-20,138,3,3,2,1993,9.84,6.66,1,0,2.47,0.687,646239
4298,2021-09-03,186,5,2,1,2020,1.48,24.5,0,1,3.63,0.368,651317
4299,2022-10-23,180,1,2,2,1995,6.77,14.36,2,0,7.04,0.237,736031
4300,2023-01-28,267,4,3,1,1980,8.64,19.18,0,1,3.32,0.694,1018408
4301,2022-01-30,225,1,3,1,2019,2.14,17.97,2,1,5.18,0.421,805828
4302,2022-05-02,220,2,1,2,1997,6.26,19.01,2,1,8.43,0.846,853743
4303,2022-04-21,149,5,1,2,2013,4.55,22.63,0,0,9.03,0.549,614551
4304,2022-06-01,178,1,2,1,2005,4.92,12.77,1,0,8.55,0.972,686693
4305,2021-07-03,106,5,2,2,2015,9.21,18.96,1,0,2.05,0.374,543575
4306,2021-01-20,230,1,2,2,2000,5.85,20.02,2,0,9.2,0.282,873405
4307,2022-07-12,295,4,1,2,1980,1.84,23.69,0,1,7.16,0.645,967762
4308,2022-06-08,193,4,1,2,2006,9.43,17.97,0,0,6.57,0.708,832866
4309,2022-08-05,100,5,1,2,1990,2.67,22.37,0,0,3.23,0.017,381698
4310,2022-06-13,267,3,2,2,2017,9.03,2.83,1,1,9.35,0.669,1201670
4311,2023-06-02,153,3,3,1,1993,9.74,3.59,1,0,1.16,0.181,713936
4312,2021-05-27,104,2,2,2,2007,8.9,4.38,2,0,1.74,0.959,559776
4313,2022-10-28,306,3,1,2,2006,7.09,4.05,1,1,2.38,0.576,1168371
4314,2021-10-31,205,5,2,1,2001,7.69,2.64,1,0,7.25,0.127,954110
4315,2022-09-12,102,3,2,1,2000,7.3,3.5,0,1,6.61,0.053,604959
4316,2023-01-18,236,2,2,1,2003,5.14,24.9,0,1,9.5,0.88,832035
4317,2023-03-31,199,1,2,2,1998,3.47,7.17,1,1,4.14,0.851,723578
4318,2023-05-14,313,3,1,1,2003,3.57,12.21,2,1,4.13,0.434,1128650
4319,2022-08-05,299,5,2,1,2005,7.58,20.63,0,0,7.03,0.087,1153338
4320,2022-11-26,347,5,1,1,2004,6.63,3.4,2,0,2.57,0.39,1322415
4321,2023-02-01,260,2,2,1,2008,6.26,8.28,1,0,5.18,0.761,979822
4322,2021-08-16,74,2,1,1,1989,6.87,4.4,1,1,1.14,0.661,405037
4323,2021-04-12,343,4,3,1,1990,7.97,2.03,0,1,6.33,0.865,1353127
4324,2022-08-10,201,4,1,1,2003,7.74,24.04,0,1,8.06,0.751,819413
4325,2022-02-21,73,4,1,1,2003,1.95,21.53,0,1,2.83,0.33,303531
4326,2021-08-04,301,1,3,2,1991,4.27,22.04,0,0,3.76,0.341,1009666
4327,2022-02-11,109,5,3,2,1986,3.38,21.78,1,1,2.19,0.648,440994
4328,2022-02-03,115,4,3,1,2019,5.84,4.29,1,0,6.54,0.31,619104
4329,2022-12-16,102,5,3,2,1996,1.55,19.73,0,0,6.08,0.868,371075
4330,2022-12-05,155,2,3,2,2014,7.86,18.33,2,1,8.44,0.328,724718
4331,2023-01-31,145,1,3,2,1985,1.96,23.17,0,0,9.73,0.489,510806
4332,2022-05-14,225,2,2,1,1991,3.44,5.87,0,0,9.85,0.043,935818
4333,2023-01-24,88,5,2,1,1994,8.04,10.64,0,0,1.96,0.118,506077
4334,2022-04-10,217,4,3,2,2011,1.46,7.73,2,1,5.98,0.132,882327
4335,2022-11-22,91,2,1,1,2002,6.94,6.82,0,0,8.11,0.344,505713
4336,2023-01-01,153,3,1,2,1986,9.32,16.48,1,1,6.93,0.117,718108
4337,2021-03-23,253,1,3,1,2017,6.56,4.52,2,0,9.07,0.457,1024846
4338,2022-08-27,57,5,2,2,2010,7.41,11.89,1,0,4.98,0.269,418372
4339,2022-11-18,331,4,2,1,2008,8.13,16.34,2,0,4.84,0.272,1287985
4340,2023-01-21,92,2,1,1,2007,3.0,3.69,2,0,1.24,0.446,385489
4341,2023-02-11,159,1,3,2,1991,6.23,6.8,0,1,1.14,0.854,625839
4342,2021-12-31,259,4,2,2,2006,3.78,24.2,1,1,7.23,0.762,950128
4343,2021-06-12,286,2,3,2,1983,3.25,19.99,2,0,5.24,0.884,965222
4344,2021-02-17,98,5,3,2,2000,2.73,17.09,1,0,6.94,0.99,401572
4345,2022-05-26,164,3,1,1,1988,6.27,21.47,2,0,3.14,0.011,642370
4346,2021-11-25,204,3,3,1,2013,8.15,0.84,0,1,8.77,0.693,957363
4347,2023-04-20,186,5,3,2,2016,8.88,0.65,2,0,9.13,0.12,959211
4348,2021-04-26,216,1,1,2,2000,4.86,4.27,1,0,6.96,0.937,825380
4349,2023-04-29,248,5,2,1,2002,4.36,12.63,1,1,3.5,0.227,925166
4350,2021-12-03,120,2,3,1,2003,7.19,14.46,1,0,2.95,0.35,550526
4351,2023-05-31,56,1,1,1,1989,8.02,3.29,1,1,6.63,0.979,369662
4352,2023-01-07,249,3,2,1,2017,3.28,2.27,2,1,9.47,0.867,990962
4353,2023-05-14,116,2,3,2,1985,3.68,20.79,2,0,6.2,0.047,463235
4354,2023-04-20,187,4,2,2,2000,5.8,11.88,2,0,8.55,0.047,858102
4355,2021-05-27,291,4,1,1,2016,5.0,24.82,2,0,6.09,0.819,1011082
4356,2022-07-29,262,4,3,1,2008,7.35,6.12,0,0,7.07,0.07,1094762
4357,2023-03-17,230,3,1,2,2019,5.54,16.36,2,1,6.11,0.852,912718
4358,2021-11-19,303,5,1,2,2000,2.0,20.21,0,0,6.18,0.925,1050062
4359,2022-03-19,150,1,3,1,2001,2.49,21.88,2,1,7.65,0.024,584017
4360,2023-04-17,136,3,1,2,2014,9.12,8.0,2,0,4.57,0.22,694170
4361,2021-01-13,234,2,2,2,1984,3.05,5.24,2,1,9.14,0.023,929631
4362,2022-05-09,140,2,1,1,1994,1.45,6.04,0,0,8.77,0.073,586553
4363,2022-12-02,297,4,3,2,2020,7.58,16.84,2,1,7.53,0.534,1195505
4364,2021-10-14,263,1,3,1,1998,7.16,13.3,2,0,7.69,0.73,1012573
4365,2022-12-21,298,4,2,1,1995,6.4,15.18,2,1,4.72,0.479,1143836
4366,2021-04-24,175,2,3,1,2019,5.52,1.0,1,0,8.49,0.386,791084
4367,2022-04-25,53,2,1,2,2022,9.73,10.08,1,1,9.39,0.207,421582
4368,2021-01-22,137,5,1,2,2002,2.08,8.1,1,0,8.16,0.237,625768
4369,2021-12-15,200,5,3,2,1983,5.59,21.66,0,0,2.2,0.582,714745
4370,2022-12-27,225,5,2,1,2000,6.08,19.52,2,0,8.08,0.856,940613
4371,2022-11-14,260,4,2,2,2003,1.2,11.02,0,0,5.18,0.405,911043
4372,2023-04-15,308,1,3,2,2021,4.71,15.95,2,1,6.48,0.94,1108811
4373,2022-07-20,140,5,1,1,2005,8.05,1.67,0,1,9.92,0.052,797536
4374,2023-03-21,308,3,3,2,2021,5.24,16.11,1,0,4.23,0.829,1083966
4375,2021-11-16,240,5,3,2,1981,8.88,2.88,2,0,4.14,0.339,1077691
4376,2021-05-06,130,4,2,1,2019,6.8,17.99,1,1,3.37,0.869,559591
4377,2021-10-04,187,1,1,2,1987,7.89,14.56,1,0,2.14,0.919,688828
4378,2021-07-23,175,5,2,2,1988,8.24,7.86,2,1,2.51,0.7,827835
4379,2021-07-13,279,1,2,2,1981,7.21,9.59,0,1,5.63,0.355,1052328
4380,2022-11-12,69,3,1,2,1993,7.74,2.71,1,0,9.19,0.457,495454
4381,2022-10-26,98,2,1,2,1999,7.26,8.41,1,0,8.29,0.552,485076
4382,2022-07-01,184,1,1,2,1981,5.95,24.19,2,1,2.64,0.462,651915
4383,2022-11-27,78,5,3,1,1983,6.1,12.41,2,1,6.06,0.791,474844
4384,2021-10-13,97,4,1,1,2014,2.71,12.12,0,1,8.62,0.772,472853
4385,2021-02-26,318,4,3,1,1993,8.45,15.92,1,1,5.86,0.013,1262923
4386,2023-01-04,52,4,2,2,2000,3.81,12.37,1,1,9.2,0.152,358081
4387,2021-10-30,307,4,1,1,1994,5.82,9.21,0,0,9.17,0.364,1187921
4388,2021-06-12,65,1,3,1,2018,3.25,3.92,2,1,4.13,0.672,376316
4389,2021-01-19,143,4,3,1,1999,7.26,15.94,2,0,8.87,0.23,694212
4390,2022-01-05,183,2,3,2,1985,9.78,18.85,2,1,6.27,0.323,828965
4391,2021-09-21,182,3,3,1,2007,8.22,23.12,0,1,5.32,0.462,747732
4392,2023-03-05,81,1,2,2,2022,6.57,0.57,2,0,7.97,0.59,487846
4393,2021-04-23,318,1,1,1,1981,6.11,2.13,2,0,8.11,0.902,1209283
4394,2022-05-03,74,4,1,1,2007,5.41,22.54,0,1,7.08,0.805,369782
4395,2021-11-23,108,4,1,1,2013,2.84,15.96,1,1,8.3,0.359,504016
4396,2022-06-26,262,1,1,1,1993,4.13,23.97,1,1,9.56,0.768,875712
4397,2022-10-09,205,4,1,2,1988,4.66,11.06,0,0,8.86,0.833,827944
4398,2022-08-02,325,4,1,1,2002,9.5,10.71,2,0,1.67,0.522,1283697
4399,2021-03-06,259,4,3,1,2014,4.83,8.93,2,1,8.65,0.296,1077559
4400,2021-10-19,106,4,1,1,2001,6.28,4.0,1,1,8.03,0.943,595032
4401,2021-01-25,234,4,3,2,1984,9.3,9.78,2,1,9.34,0.962,1030501
4402,2022-07-03,103,5,2,1,2020,5.67,0.86,1,0,7.66,0.225,615800
4403,2021-01-01,258,5,3,1,2008,3.26,12.98,1,0,8.9,0.785,1018572
4404,2022-07-03,342,5,2,2,2014,4.43,21.26,2,1,1.09,0.042,1199227
4405,2021-05-21,301,1,1,2,2013,4.38,8.37,1,1,9.8,0.002,1118307
4406,2023-01-14,161,3,2,1,1983,7.43,2.82,1,1,2.72,0.352,771936
4407,2022-10-10,55,1,2,1,1988,3.67,24.36,0,0,8.78,0.463,218644
4408,2021-07-07,240,5,3,1,1993,7.57,3.66,2,0,9.37,0.546,1079024
4409,2021-05-08,328,1,3,1,1984,9.0,13.45,0,1,1.02,0.378,1181802
4410,2021-07-20,62,3,2,2,2006,4.02,20.33,2,0,9.22,0.129,329699
4411,2021-05-07,93,4,2,1,1990,2.22,6.68,2,1,8.46,0.345,468969
4412,2021-09-14,154,2,1,1,2009,6.75,21.12,2,0,9.3,0.822,594965
4413,2022-11-07,209,5,3,1,2016,4.25,14.15,2,0,2.59,0.336,808217
4414,2022-07-01,203,5,2,2,2018,5.81,8.63,1,0,8.0,0.592,901673
4415,2021-07-13,291,3,3,2,2013,6.71,21.71,0,0,5.39,0.681,1065963
4416,2022-12-04,230,4,1,1,2003,4.67,15.74,0,0,3.32,0.732,790558
4417,2021-04-14,63,4,1,2,1995,9.32,15.58,1,1,7.81,0.488,460669
4418,2022-06-19,229,2,2,1,2009,4.6,12.85,0,0,5.26,0.126,871384
4419,2021-09-22,341,4,1,1,2003,3.77,7.23,0,1,9.1,0.901,1262389
4420,2023-03-13,313,3,2,2,1982,8.97,7.97,2,1,7.4,0.26,1293645
4421,2022-01-19,217,4,3,2,2008,2.23,2.66,2,1,2.25,0.339,840530
4422,2021-09-17,263,3,3,2,2021,2.12,6.47,2,0,3.26,0.774,955396
4423,2022-02-18,199,5,2,1,1991,9.42,7.31,2,0,3.38,0.764,915211
4424,2021-12-24,65,5,2,2,2006,2.88,1.94,1,0,4.1,0.896,369570
4425,2021-03-16,140,5,2,1,2008,2.34,3.2,1,0,7.0,0.034,682347
4426,2021-12-21,169,1,3,2,1981,5.82,7.12,1,1,9.05,0.875,734940
4427,2022-08-07,302,5,3,1,2008,1.42,17.09,0,0,6.34,0.792,1019661
4428,2023-02-10,109,3,1,1,2019,6.58,5.01,2,0,7.77,0.525,610765
4429,2021-07-07,315,2,1,1,1988,5.08,13.29,0,1,3.85,0.159,1087649
4430,2022-11-16,80,4,3,2,2007,6.76,12.94,2,0,5.7,0.545,460026
4431,2021-10-17,70,5,3,2,2016,3.56,20.93,2,1,5.54,0.194,353230
4432,2021-02-14,268,1,2,2,2002,9.15,15.42,0,1,7.31,0.965,1039650
4433,2022-07-27,130,1,3,1,1992,3.44,22.97,0,1,5.66,0.709,452805
4434,2021-03-24,338,3,3,2,1984,6.74,15.89,0,1,4.01,0.596,1223074
4435,2021-05-03,80,2,1,2,2011,9.51,1.13,1,1,3.2,0.813,520178
4436,2021-12-24,283,5,1,2,2007,4.61,9.85,0,0,3.29,0.532,1041185
4437,2022-06-12,85,5,2,2,1994,2.45,17.63,1,0,9.83,0.06,450298
4438,2021-03-07,181,1,1,1,2003,1.62,12.14,0,0,4.22,0.259,582138
4439,2022-10-19,181,3,2,2,2011,9.67,10.78,1,1,8.26,0.982,821165
4440,2022-01-10,58,1,3,1,2000,7.87,16.95,0,0,1.64,0.851,267840
4441,2021-06-11,79,1,3,1,1984,9.27,7.5,1,0,1.81,0.927,449289
4442,2023-01-16,164,2,2,1,2016,7.29,22.77,0,1,7.18,0.098,718399
4443,2022-01-15,53,3,1,1,2015,4.08,10.62,2,0,5.11,0.248,301092
4444,2022-10-18,286,2,1,1,2007,2.11,15.96,0,0,8.92,0.063,951087
4445,2021-12-24,72,3,3,2,2011,9.36,24.57,0,0,8.76,0.822,431201
4446,2021-07-07,65,5,1,2,2002,5.41,19.74,2,0,7.8,0.174,397034
4447,2021-11-18,71,4,2,1,1995,4.57,13.52,2,1,8.34,0.41,400978
4448,2022-03-26,121,4,3,2,1989,6.2,21.55,1,1,8.83,0.27,599432
4449,2022-04-19,279,3,1,1,2008,1.96,14.23,2,1,8.05,0.93,997315
4450,2021-01-13,156,4,3,1,2006,3.78,11.32,1,1,5.74,0.608,620554
4451,2021-07-03,257,1,3,1,2014,6.74,21.9,0,0,3.38,0.8,919442
4452,2021-04-21,257,5,1,1,2021,1.9,1.17,2,0,8.09,0.602,1029855
4453,2022-05-23,312,5,2,2,2003,2.22,10.48,1,1,3.86,0.613,1113455
4454,2021-10-17,100,4,1,1,2002,5.6,8.9,0,1,3.2,0.383,497882
4455,2021-10-22,114,3,1,2,1982,6.61,18.0,1,1,2.55,0.239,536918
4456,2022-03-27,314,1,1,2,2015,2.68,0.81,0,1,6.64,0.348,1126041
4457,2021-08-03,224,3,1,2,1993,1.3,16.69,1,1,3.18,0.295,776384
4458,2022-09-24,201,4,1,2,1983,9.63,8.99,0,0,4.37,0.691,879443
4459,2023-06-13,315,5,1,1,2021,1.25,2.9,0,0,7.38,0.423,1132204
4460,2022-07-21,212,5,2,2,2011,1.02,24.52,1,1,8.14,0.55,710047
4461,2021-01-27,287,3,3,1,1999,3.91,5.7,0,1,3.83,0.771,1079167
4462,2022-09-22,248,2,2,2,1996,3.0,9.05,1,0,8.59,0.267,910854
4463,2023-01-03,65,3,1,1,2008,6.16,5.57,0,1,1.52,0.424,388428
4464,2021-08-19,345,2,2,1,2018,9.05,16.72,2,0,9.87,0.519,1295779
4465,2022-07-19,325,3,3,2,2011,5.33,19.67,2,1,4.75,0.054,1200820
4466,2023-03-18,288,2,2,2,1983,7.96,21.59,1,0,3.92,0.152,1057641
4467,2021-11-17,118,2,1,2,2003,9.18,8.12,2,0,9.31,0.064,693368
4468,2021-08-21,55,2,3,1,2021,2.7,13.35,2,0,2.19,0.752,239393
4469,2022-11-01,269,2,1,2,1981,5.39,16.75,0,1,4.22,0.3,977083
4470,2022-03-13,303,1,1,2,1993,6.78,15.92,2,1,4.23,0.423,1093133
4471,2023-02-20,344,2,3,2,2019,3.99,18.04,1,0,4.82,0.672,1177327
4472,2022-06-17,156,2,3,1,2021,7.66,19.36,1,0,8.64,0.966,689767
4473,2022-02-07,344,5,1,2,2017,7.35,2.89,0,0,8.64,0.811,1365996
4474,2021-02-22,167,1,2,2,2013,4.79,4.62,2,1,6.32,0.058,710280
4475,2023-02-26,217,2,3,1,2022,1.79,18.49,0,0,9.93,0.306,803687
4476,2021-11-09,300,4,2,2,1981,1.1,12.18,2,0,8.6,0.049,1130257
4477,2021-10-08,131,1,2,1,2015,4.32,10.96,2,1,7.13,0.062,609546
4478,2022-12-27,103,5,3,1,1985,1.74,11.66,2,0,2.8,0.127,479025
4479,2021-01-31,289,3,2,1,2015,8.03,9.61,0,1,5.95,0.321,1153404
4480,2021-12-03,61,5,3,1,2001,4.01,14.98,0,0,2.93,0.231,309003
4481,2021-07-02,258,5,3,1,1984,6.99,8.42,2,1,3.71,0.352,1057881
4482,2021-01-23,214,1,3,1,2017,4.12,16.1,1,0,7.17,0.822,751205
4483,2022-06-28,343,1,3,1,2020,8.16,5.46,2,1,2.66,0.798,1302649
4484,2022-03-22,56,4,2,1,2001,9.0,19.06,1,1,1.82,0.351,405666
4485,2021-03-15,127,4,2,1,1990,8.54,19.65,2,1,5.78,0.66,583489
4486,2021-01-10,114,1,3,1,2022,5.36,14.67,2,1,1.01,0.373,472155
4487,2022-04-29,151,1,3,1,2010,1.76,9.55,1,0,6.48,0.386,566127
4488,2022-04-01,349,1,3,1,2021,4.35,0.85,1,1,9.11,0.676,1301987
4489,2022-07-20,336,3,3,1,2008,4.82,3.48,0,0,2.71,0.384,1239161
4490,2022-07-18,220,5,1,1,2012,9.64,2.45,1,1,4.44,0.549,1035344
4491,2022-10-22,126,4,2,2,2001,6.09,0.75,2,0,9.25,0.115,704446
4492,2021-06-09,97,4,2,1,2006,6.77,18.19,0,1,7.33,0.539,507804
4493,2023-06-01,304,2,3,2,1987,8.04,23.92,2,0,2.22,0.742,1107679
4494,2021-01-14,131,3,1,2,1985,6.11,0.77,0,0,4.44,0.888,606723
4495,2021-06-27,258,1,1,2,2004,6.39,3.26,2,0,7.8,0.147,1037054
4496,2022-02-16,258,1,1,2,2013,3.21,21.59,1,0,6.98,0.411,865237
4497,2023-05-28,133,3,3,2,1988,1.53,17.37,2,1,2.4,0.486,459044
4498,2021-02-22,59,4,1,2,2015,7.49,10.42,2,0,1.56,0.905,353484
4499,2022-02-12,78,1,3,1,2010,8.64,24.82,0,1,7.13,0.257,417629
4500,2023-04-27,165,2,1,2,1998,4.71,14.55,1,0,6.48,0.166,677472
4501,2021-01-22,318,4,3,1,1980,5.94,16.91,1,1,1.53,0.141,1169495
4502,2021-01-30,96,5,3,1,2003,3.77,16.5,2,1,9.77,0.155,514344
4503,2022-12-04,140,3,2,2,2013,5.05,5.96,2,1,3.27,0.87,580516
4504,2021-09-17,102,4,3,1,1996,2.88,12.46,0,0,4.47,0.62,446099
4505,2021-07-24,267,5,1,1,2013,7.84,5.8,0,1,2.6,0.421,1058374
4506,2021-02-28,126,2,2,2,2014,5.43,12.98,1,0,8.46,0.867,540402
4507,2022-04-16,253,3,1,1,2015,5.92,1.25,1,1,9.66,0.298,1059565
4508,2023-02-15,93,1,3,2,1992,1.33,9.86,0,0,2.92,0.928,332873
4509,2022-04-11,205,1,2,2,2004,6.6,9.62,0,0,3.55,0.759,790248
4510,2021-01-12,51,5,3,2,1991,2.82,7.64,2,0,7.36,0.021,387954
4511,2022-09-23,106,4,3,2,2000,4.45,2.44,2,0,5.75,0.463,580141
4512,2021-10-17,339,2,1,2,2016,4.71,19.39,0,1,1.95,0.842,1107130
4513,2023-04-30,107,5,1,1,2017,5.04,10.8,0,1,9.36,0.396,539246
4514,2023-01-30,303,2,1,2,1980,3.05,20.44,0,0,6.5,0.987,955743
4515,2021-12-20,229,2,2,2,1985,8.65,20.98,2,0,3.71,0.847,872961
4516,2022-10-01,206,2,1,1,1990,4.85,5.73,1,0,5.41,0.753,780470
4517,2021-03-16,84,3,3,2,1995,6.51,10.82,0,0,5.5,0.136,478984
4518,2023-05-23,124,5,2,2,2001,6.53,18.16,2,0,5.73,0.108,622057
4519,2022-12-17,338,3,1,2,1990,6.46,12.74,1,1,5.48,0.641,1266383
