transaction_id,date,customer_id,gender,age,product_category,quantity,price_per_unit,total_amount,channel,payment_method,membership_tier
8019,2023-08-29,CUST0409,Male,65,Electronics,5,408,2040,Store,Cash,Silver
8020,2023-01-10,CUST0346,Female,44,Beauty,4,103,412,Online,Cash,Bronze
8021,2023-05-03,CUST0592,Female,69,Beauty,3,103,309,Online,E-Wallet,Bronze
8022,2023-06-07,CUST1154,Female,53,Clothing,1,69,69,Store,Cash,Bronze
8023,2023-07-24,CUST0081,Female,64,Beauty,4,96,384,Online,Debit Card,Bronze
8024,2023-09-24,CUST0107,Male,23,Clothing,3,62,186,Store,E-Wallet,Silver
8025,2023-04-20,CUST0316,Female,30,Clothing,4,111,444,Store,E-Wallet,Gold
8026,2023-09-08,CUST0549,Female,45,Sports,2,214,428,Online,E-Wallet,Silver
8027,2023-07-29,CUST0896,Female,36,Sports,4,89,356,Online,E-Wallet,Bronze
8028,2023-01-25,CUST0193,Female,24,Sports,3,72,216,Online,Debit Card,Bronze
8029,2023-11-24,CUST0525,Male,69,Beauty,5,33,165,Online,Cash,Silver
8030,2023-03-21,CUST0117,Male,68,Sports,4,173,692,Online,E-Wallet,Gold
8031,2023-10-08,CUST0979,Male,24,Beauty,3,96,288,Store,E-Wallet,Bronze
8032,2023-01-17,CUST0430,Female,38,Electronics,2,249,498,Store,Cash,Gold
8033,2023-05-20,CUST0059,Female,68,Electronics,4,739,2956,Online,E-Wallet,Silver
8034,2023-10-12,CUST0193,Female,68,Home,3,188,564,Online,Debit Card,Gold
8035,2023-06-26,CUST0767,Female,38,Electronics,4,441,1764,Online,Credit Card,Silver
8036,2023-03-16,CUST0834,Male,62,Sports,5,247,1235,Store,Credit Card,Silver
8037,2023-12-22,CUST0998,Male,37,Electronics,1,794,794,Online,Credit Card,Bronze
8038,2023-01-20,CUST0807,Female,18,Electronics,5,311,1555,Online,E-Wallet,Bronze
8039,2023-01-22,CUST0963,Female,46,Clothing,5,70,350,Online,Debit Card,Gold
8040,2023-10-18,CUST0392,Male,52,Sports,3,121,363,Online,Credit Card,Silver
8041,2023-07-18,CUST0415,Male,29,Home,1,238,238,Online,Debit Card,Bronze
8042,2023-06-27,CUST0596,Male,26,Electronics,5,380,1900,Online,E-Wallet,Silver
8043,2023-06-05,CUST0867,Female,27,Beauty,4,86,344,Online,E-Wallet,Bronze
8044,2023-02-22,CUST0268,Female,47,Beauty,1,45,45,Online,Cash,Gold
8045,2023-08-19,CUST0674,Male,31,Sports,1,130,130,Store,Cash,Silver
8046,2023-01-25,CUST0052,Male,66,Home,5,229,1145,Store,Debit Card,Bronze
8047,2023-09-04,CUST0072,Female,19,Sports,3,52,156,Store,Debit Card,Silver
8048,2023-05-07,CUST0038,Female,63,Home,2,299,598,Store,Cash,Bronze
8049,2023-05-29,CUST0267,Female,25,Home,4,248,992,Online,Debit Card,Bronze
8050,2023-06-01,CUST0041,Male,58,Beauty,1,28,28,Store,Credit Card,Bronze
8051,2023-10-10,CUST1032,Male,29,Clothing,1,120,120,Online,Debit Card,Gold
8052,2023-02-21,CUST0158,Male,49,Electronics,4,781,3124,Store,E-Wallet,Silver
8053,2023-05-08,CUST1165,Male,22,Electronics,4,696,2784,Store,Credit Card,Bronze
8054,2023-01-09,CUST1183,Male,31,Electronics,3,719,2157,Online,Debit Card,Bronze
8055,2023-07-28,CUST0583,Male,46,Sports,3,190,570,Store,Debit Card,Bronze
8056,2023-05-03,CUST0911,Female,63,Beauty,3,73,219,Store,Debit Card,Bronze
8057,2023-07-27,CUST0177,Male,37,Sports,2,161,322,Store,Debit Card,Bronze
8058,2023-08-10,CUST0480,Male,47,Beauty,4,58,232,Store,Credit Card,Silver
8059,2023-06-16,CUST0500,Female,42,Beauty,1,55,55,Store,Credit Card,Silver
8060,2023-10-22,CUST0202,Male,18,Beauty,1,86,86,Store,Cash,Gold
8061,2023-08-05,CUST0754,Male,25,Home,5,216,1080,Online,E-Wallet,Bronze
8062,2023-12-02,CUST0633,Male,65,Beauty,2,81,162,Store,Cash,Gold
8063,2023-09-09,CUST0818,Male,60,Clothing,1,146,146,Store,E-Wallet,Gold
8064,2023-11-07,CUST0599,Female,63,Electronics,4,558,2232,Store,Credit Card,Silver
8065,2023-04-20,CUST0497,Female,60,Beauty,2,114,228,Online,E-Wallet,Bronze
8066,2023-03-17,CUST0488,Female,60,Beauty,1,88,88,Online,Debit Card,Silver
8067,2023-11-19,CUST0980,Male,64,Sports,5,95,475,Store,Credit Card,Silver
8068,2023-10-13,CUST0974,Male,27,Sports,1,170,170,Online,E-Wallet,Silver
8069,2023-04-29,CUST0190,Male,28,Electronics,4,376,1504,Online,Credit Card,Bronze
8070,2023-07-22,CUST0124,Male,64,Home,1,252,252,Online,Debit Card,Gold
8071,2023-05-22,CUST1108,Male,66,Clothing,3,186,558,Store,E-Wallet,Silver
8072,2023-11-01,CUST0896,Female,50,Beauty,1,104,104,Online,Credit Card,Silver
8073,2023-02-01,CUST0728,Female,30,Clothing,4,126,504,Store,Credit Card,Gold
8074,2023-07-27,CUST0865,Male,36,Sports,5,186,930,Online,Cash,Gold
8075,2023-05-25,CUST0039,Male,56,Sports,4,182,728,Store,Debit Card,Gold
8076,2023-12-27,CUST0068,Female,27,Electronics,2,269,538,Store,E-Wallet,Bronze
8077,2023-10-17,CUST0359,Female,54,Home,5,133,665,Online,Debit Card,Silver
8078,2023-10-08,CUST1085,Female,56,Home,1,293,293,Store,Cash,Bronze
8079,2023-04-30,CUST0641,Male,18,Electronics,5,218,1090,Store,Cash,Silver
8080,2023-02-15,CUST0084,Male,49,Clothing,5,193,965,Online,Credit Card,Bronze
8081,2023-12-28,CUST0406,Female,55,Electronics,5,719,3595,Store,Cash,Bronze
8082,2023-08-26,CUST1025,Male,54,Home,2,234,468,Store,Cash,Bronze
8083,2023-05-19,CUST0772,Male,49,Clothing,5,82,410,Store,E-Wallet,Bronze
8084,2023-10-15,CUST0833,Female,28,Sports,1,144,144,Store,Debit Card,Silver
8085,2023-09-11,CUST0525,Male,66,Home,1,113,113,Store,Credit Card,Silver
8086,2023-10-06,CUST0434,Male,55,Beauty,1,119,119,Store,Cash,Bronze
8087,2023-10-25,CUST0214,Female,25,Clothing,4,76,304,Store,Credit Card,Gold
8088,2023-05-26,CUST0944,Female,52,Beauty,2,78,156,Online,Credit Card,Silver
8089,2023-02-04,CUST0978,Male,28,Clothing,2,93,186,Store,Credit Card,Gold
8090,2023-10-07,CUST0906,Female,24,Electronics,3,578,1734,Online,Credit Card,Gold
8091,2023-01-17,CUST0292,Female,45,Clothing,2,78,156,Online,Debit Card,Silver
8092,2023-06-11,CUST0191,Male,53,Home,1,234,234,Store,Credit Card,Gold
8093,2023-03-26,CUST0651,Male,64,Sports,1,110,110,Store,Credit Card,Bronze
8094,2023-02-27,CUST0612,Female,43,Sports,5,241,1205,Online,Cash,Bronze
8095,2023-09-11,CUST0060,Male,56,Clothing,2,112,224,Store,Debit Card,Bronze
8096,2023-10-08,CUST0860,Female,40,Clothing,5,127,635,Store,Debit Card,Silver
8097,2023-12-19,CUST0610,Female,32,Electronics,2,565,1130,Store,E-Wallet,Silver
8098,2023-03-01,CUST0383,Female,41,Home,1,170,170,Store,Debit Card,Bronze
8099,2023-12-08,CUST0962,Male,62,Electronics,4,569,2276,Store,Credit Card,Silver
8100,2023-12-15,CUST0679,Male,42,Sports,2,144,288,Online,Debit Card,Silver
8101,2023-07-21,CUST0692,Female,24,Sports,4,60,240,Online,Cash,Silver
8102,2023-08-26,CUST1064,Female,29,Clothing,4,179,716,Online,Debit Card,Silver
8103,2023-02-07,CUST0445,Female,22,Electronics,2,709,1418,Online,Cash,Bronze
8104,2023-10-09,CUST0219,Female,62,Sports,3,155,465,Store,Debit Card,Gold
8105,2023-02-22,CUST0762,Female,21,Sports,5,150,750,Store,Cash,Gold
8106,2023-07-08,CUST0472,Male,28,Beauty,5,39,195,Store,Debit Card,Gold
8107,2023-02-19,CUST1072,Female,30,Sports,5,76,380,Store,Cash,Silver
8108,2023-11-11,CUST0709,Male,51,Beauty,5,117,585,Online,Debit Card,Silver
8109,2023-08-11,CUST0670,Female,54,Electronics,3,780,2340,Store,Cash,Gold
8110,2023-10-02,CUST0886,Female,24,Electronics,5,384,1920,Store,E-Wallet,Gold
8111,2023-04-27,CUST0835,Female,50,Home,5,162,810,Online,Credit Card,Bronze
8112,2023-11-04,CUST0733,Female,50,Beauty,3,116,348,Store,Debit Card,Silver
8113,2023-05-22,CUST0160,Male,68,Clothing,3,99,297,Store,Debit Card,Gold
8114,2023-09-28,CUST0732,Male,31,Electronics,3,615,1845,Online,E-Wallet,Bronze
8115,2023-04-19,CUST0140,Female,30,Sports,5,163,815,Online,E-Wallet,Bronze
8116,2023-06-20,CUST0630,Male,54,Electronics,2,357,714,Store,E-Wallet,Bronze
8117,2023-12-14,CUST1113,Male,68,Beauty,5,36,180,Online,E-Wallet,Bronze
8118,2023-10-02,CUST0807,Female,18,Sports,5,128,640,Store,Cash,Gold
8119,2023-10-30,CUST0916,Female,27,Home,2,152,304,Online,Credit Card,Bronze
8120,2023-07-12,CUST0850,Female,41,Clothing,3,164,492,Store,Cash,Silver
8121,2023-06-24,CUST0033,Male,37,Beauty,2,86,172,Online,E-Wallet,Bronze
8122,2023-05-01,CUST1136,Female,39,Electronics,2,616,1232,Online,Cash,Silver
8123,2023-10-28,CUST0072,Male,54,Home,2,245,490,Online,Debit Card,Gold
8124,2023-07-25,CUST1168,Male,47,Home,1,139,139,Store,E-Wallet,Bronze
8125,2023-01-27,CUST0407,Female,24,Sports,4,228,912,Online,Cash,Bronze
8126,2023-07-13,CUST0413,Male,31,Beauty,5,80,400,Store,Debit Card,Gold
8127,2023-08-18,CUST0924,Male,67,Sports,1,177,177,Online,E-Wallet,Silver
8128,2023-06-15,CUST0147,Female,62,Home,2,295,590,Store,Credit Card,Silver
8129,2023-06-08,CUST0262,Male,54,Electronics,1,659,659,Store,Credit Card,Bronze
8130,2023-05-18,CUST0665,Female,27,Clothing,5,94,470,Store,Debit Card,Gold
8131,2023-09-03,CUST0774,Female,48,Beauty,5,42,210,Store,E-Wallet,Gold
8132,2023-11-27,CUST0856,Female,52,Home,2,212,424,Online,Credit Card,Bronze
8133,2023-08-03,CUST0382,Male,61,Beauty,5,51,255,Store,Credit Card,Silver
8134,2023-11-10,CUST0553,Male,23,Beauty,4,70,280,Store,Cash,Silver
8135,2023-05-19,CUST0053,Male,28,Clothing,1,121,121,Store,Cash,Gold
8136,2023-09-29,CUST0561,Female,63,Clothing,2,65,130,Online,Credit Card,Bronze
8137,2023-04-29,CUST0149,Female,42,Beauty,5,27,135,Online,Debit Card,Bronze
8138,2023-11-26,CUST0410,Male,60,Beauty,4,31,124,Store,Credit Card,Bronze
8139,2023-07-03,CUST0023,Male,20,Clothing,2,180,360,Online,E-Wallet,Silver
8140,2023-09-03,CUST0424,Male,35,Sports,5,130,650,Online,Credit Card,Bronze
8141,2023-06-05,CUST0167,Male,25,Sports,4,71,284,Online,Debit Card,Gold
8142,2023-02-22,CUST0566,Male,21,Electronics,4,339,1356,Store,Cash,Bronze
8143,2023-04-30,CUST1013,Male,64,Sports,2,121,242,Store,Credit Card,Gold
8144,2023-11-14,CUST0699,Male,35,Electronics,3,513,1539,Store,Debit Card,Gold
8145,2023-11-09,CUST0120,Male,29,Clothing,2,45,90,Store,Credit Card,Silver
8146,2023-01-21,CUST0019,Female,35,Beauty,2,24,48,Online,Credit Card,Gold
8147,2023-03-21,CUST1150,Male,54,Clothing,1,76,76,Online,Cash,Gold
8148,2023-04-24,CUST1189,Female,46,Beauty,3,65,195,Online,Cash,Bronze
8149,2023-03-30,CUST0571,Female,27,Clothing,3,129,387,Store,E-Wallet,Silver
8150,2023-06-13,CUST0528,Male,58,Clothing,3,173,519,Store,Debit Card,Gold
8151,2023-10-04,CUST0135,Male,31,Home,1,195,195,Store,Credit Card,Gold
8152,2023-11-07,CUST0010,Male,26,Clothing,1,130,130,Online,Credit Card,Silver
8153,2023-04-17,CUST0973,Female,22,Sports,3,166,498,Online,E-Wallet,Gold
8154,2023-08-22,CUST1122,Male,24,Clothing,4,66,264,Store,Debit Card,Bronze
8155,2023-12-21,CUST0545,Female,66,Clothing,3,190,570,Online,Credit Card,Silver
8156,2023-05-09,CUST0965,Male,28,Home,2,143,286,Online,Debit Card,Gold
8157,2023-04-20,CUST1083,Male,54,Clothing,5,83,415,Store,E-Wallet,Silver
8158,2023-08-15,CUST0063,Male,61,Clothing,4,194,776,Store,Credit Card,Bronze
8159,2023-06-28,CUST1063,Male,34,Beauty,3,53,159,Online,Debit Card,Bronze
8160,2023-06-27,CUST0902,Male,32,Beauty,4,36,144,Online,Cash,Silver
8161,2023-06-17,CUST0624,Male,60,Beauty,3,47,141,Store,Credit Card,Gold
8162,2023-11-16,CUST0316,Female,62,Home,3,153,459,Store,Debit Card,Silver
8163,2023-12-22,CUST0396,Female,43,Clothing,3,114,342,Store,Credit Card,Silver
8164,2023-08-21,CUST0062,Female,26,Sports,1,158,158,Store,Cash,Gold
8165,2023-02-24,CUST1054,Male,33,Home,5,230,1150,Online,E-Wallet,Silver
8166,2023-10-16,CUST0458,Male,21,Home,1,84,84,Store,E-Wallet,Silver
8167,2023-09-13,CUST1149,Female,38,Home,4,263,1052,Online,Credit Card,Bronze
8168,2023-05-27,CUST0391,Male,51,Sports,4,224,896,Store,Cash,Silver
8169,2023-03-05,CUST0852,Male,23,Clothing,3,73,219,Online,Cash,Silver
8170,2023-04-02,CUST0444,Female,54,Sports,4,121,484,Online,E-Wallet,Gold
8171,2023-11-24,CUST0197,Female,32,Home,3,176,528,Store,Cash,Gold
8172,2023-01-07,CUST0885,Female,38,Electronics,3,507,1521,Store,Cash,Silver
8173,2023-04-01,CUST0279,Female,63,Beauty,5,42,210,Store,Debit Card,Silver
8174,2023-11-13,CUST0094,Female,61,Clothing,4,188,752,Online,E-Wallet,Gold
8175,2023-09-01,CUST0674,Female,30,Home,1,80,80,Store,Debit Card,Silver
8176,2023-03-29,CUST0223,Female,57,Home,4,213,852,Store,Debit Card,Gold
8177,2023-04-07,CUST0635,Female,26,Sports,2,203,406,Online,Cash,Bronze
8178,2023-10-03,CUST0698,Female,19,Sports,3,164,492,Online,Credit Card,Bronze
8179,2023-02-05,CUST1145,Male,22,Beauty,4,94,376,Store,Debit Card,Gold
8180,2023-01-20,CUST0077,Female,42,Beauty,2,86,172,Store,Credit Card,Silver
8181,2023-12-17,CUST1077,Female,41,Clothing,3,142,426,Online,Credit Card,Bronze
8182,2023-02-23,CUST0124,Female,69,Beauty,1,59,59,Online,E-Wallet,Silver
8183,2023-08-13,CUST0872,Male,56,Sports,3,87,261,Store,Debit Card,Silver
8184,2023-11-03,CUST0548,Female,63,Clothing,5,84,420,Online,Cash,Gold
8185,2023-08-15,CUST0351,Male,57,Sports,4,153,612,Online,E-Wallet,Bronze
8186,2023-01-05,CUST1036,Female,50,Sports,4,87,348,Online,Cash,Bronze
8187,2023-04-14,CUST0752,Male,31,Clothing,3,46,138,Store,Credit Card,Bronze
8188,2023-09-19,CUST0424,Female,27,Beauty,4,78,312,Store,Credit Card,Silver
8189,2023-12-16,CUST0587,Female,67,Home,5,72,360,Store,Cash,Bronze
8190,2023-02-07,CUST1046,Female,59,Sports,3,194,582,Online,Debit Card,Silver
8191,2023-06-04,CUST1141,Female,20,Sports,5,195,975,Online,Credit Card,Gold
8192,2023-05-08,CUST0245,Male,28,Electronics,3,527,1581,Online,E-Wallet,Silver
8193,2023-03-08,CUST0839,Female,66,Beauty,2,42,84,Online,E-Wallet,Gold
8194,2023-05-25,CUST0181,Female,69,Sports,1,101,101,Store,Cash,Silver
8195,2023-01-16,CUST0351,Female,62,Sports,3,171,513,Online,Credit Card,Bronze
8196,2023-12-17,CUST1138,Female,22,Beauty,2,66,132,Online,E-Wallet,Bronze
8197,2023-04-20,CUST0973,Female,29,Electronics,1,387,387,Online,Cash,Gold
8198,2023-07-15,CUST0481,Female,19,Home,4,192,768,Online,Credit Card,Silver
8199,2023-01-12,CUST0090,Female,54,Clothing,4,66,264,Online,Credit Card,Gold
8200,2023-03-18,CUST0643,Female,58,Sports,1,193,193,Online,Credit Card,Silver
8201,2023-11-02,CUST0547,Female,51,Sports,4,50,200,Online,E-Wallet,Bronze
8202,2023-07-05,CUST0143,Male,66,Electronics,3,575,1725,Store,Cash,Bronze
8203,2023-03-29,CUST0344,Male,33,Sports,4,117,468,Online,Cash,Bronze
8204,2023-03-08,CUST1105,Female,64,Beauty,2,58,116,Online,Debit Card,Gold
8205,2023-12-22,CUST1184,Male,36,Clothing,4,105,420,Store,Credit Card,Bronze
8206,2023-09-25,CUST0310,Female,54,Clothing,5,130,650,Online,Debit Card,Bronze
8207,2023-03-01,CUST0428,Female,68,Beauty,4,27,108,Store,E-Wallet,Bronze
8208,2023-06-27,CUST0559,Male,48,Sports,2,154,308,Online,Credit Card,Bronze
8209,2023-01-03,CUST0378,Female,68,Beauty,5,78,390,Online,Debit Card,Bronze
8210,2023-08-31,CUST1092,Female,35,Sports,1,105,105,Store,E-Wallet,Gold
8211,2023-09-02,CUST0766,Male,40,Home,3,145,435,Online,E-Wallet,Silver
8212,2023-01-14,CUST0698,Female,46,Home,5,214,1070,Store,Cash,Silver
8213,2023-11-16,CUST0263,Male,37,Beauty,4,59,236,Store,Credit Card,Gold
8214,2023-05-18,CUST0314,Female,60,Electronics,3,498,1494,Store,Cash,Silver
8215,2023-02-13,CUST0283,Male,30,Sports,4,149,596,Online,E-Wallet,Gold
8216,2023-12-20,CUST0685,Female,38,Sports,5,237,1185,Online,Credit Card,Bronze
8217,2023-12-07,CUST0105,Male,51,Home,1,64,64,Online,Debit Card,Gold
8218,2023-07-21,CUST0061,Male,43,Electronics,3,404,1212,Online,E-Wallet,Gold
8219,2023-10-29,CUST0278,Female,19,Home,5,76,380,Store,Cash,Bronze
8220,2023-10-18,CUST0218,Male,27,Home,1,85,85,Online,Debit Card,Gold
8221,2023-09-22,CUST0226,Male,35,Sports,2,74,148,Online,Cash,Gold
8222,2023-10-30,CUST0309,Female,18,Sports,2,164,328,Store,E-Wallet,Gold
8223,2023-08-29,CUST0665,Female,43,Sports,4,70,280,Store,Credit Card,Bronze
8224,2023-08-28,CUST0949,Male,38,Clothing,3,45,135,Online,E-Wallet,Silver
8225,2023-01-18,CUST0402,Male,55,Beauty,2,44,88,Store,E-Wallet,Silver
8226,2023-11-13,CUST0133,Female,22,Beauty,5,99,495,Store,Cash,Bronze
8227,2023-03-28,CUST0219,Female,62,Sports,5,236,1180,Store,Credit Card,Silver
8228,2023-05-04,CUST0769,Male,52,Clothing,5,118,590,Online,Credit Card,Gold
8229,2023-08-18,CUST0678,Female,30,Beauty,4,106,424,Online,Debit Card,Gold
8230,2023-04-11,CUST0814,Female,22,Beauty,1,70,70,Store,E-Wallet,Silver
8231,2023-11-20,CUST0051,Female,33,Clothing,4,110,440,Store,Credit Card,Silver
8232,2023-06-27,CUST0505,Male,35,Home,1,118,118,Online,E-Wallet,Silver
8233,2023-07-24,CUST0638,Female,60,Beauty,1,30,30,Online,E-Wallet,Bronze
8234,2023-12-16,CUST0858,Male,67,Sports,2,164,328,Store,Credit Card,Bronze
8235,2023-01-08,CUST1177,Female,36,Sports,3,178,534,Online,Debit Card,Silver
8236,2023-03-13,CUST0233,Female,26,Clothing,2,127,254,Online,E-Wallet,Silver
8237,2023-12-06,CUST1113,Female,44,Home,1,297,297,Store,Cash,Silver
8238,2023-03-26,CUST0297,Female,21,Home,3,281,843,Online,Credit Card,Gold
8239,2023-10-24,CUST0958,Female,39,Clothing,1,185,185,Store,Debit Card,Gold
8240,2023-06-04,CUST1119,Male,54,Home,1,216,216,Store,Cash,Silver
8241,2023-08-10,CUST0142,Female,56,Electronics,4,253,1012,Online,Credit Card,Silver
8242,2023-06-14,CUST0658,Male,69,Electronics,5,247,1235,Online,Credit Card,Bronze
8243,2023-01-19,CUST0177,Male,50,Sports,1,80,80,Store,Credit Card,Gold
8244,2023-06-22,CUST0579,Male,61,Home,1,207,207,Online,Cash,Silver
8245,2023-12-28,CUST0167,Male,62,Clothing,4,87,348,Store,Debit Card,Gold
8246,2023-12-16,CUST0535,Female,34,Electronics,3,622,1866,Store,E-Wallet,Bronze
8247,2023-10-16,CUST1109,Female,69,Electronics,3,718,2154,Online,E-Wallet,Bronze
8248,2023-04-14,CUST0066,Female,33,Home,3,182,546,Store,Credit Card,Silver
8249,2023-12-09,CUST0733,Male,54,Home,4,160,640,Store,Debit Card,Silver
8250,2023-11-22,CUST0278,Male,19,Sports,2,198,396,Online,Debit Card,Gold
8251,2023-07-16,CUST0814,Male,49,Electronics,4,495,1980,Store,Debit Card,Gold
8252,2023-06-11,CUST0657,Male,20,Sports,2,63,126,Online,E-Wallet,Bronze
8253,2023-01-23,CUST0151,Male,22,Sports,4,71,284,Online,Credit Card,Silver
8254,2023-08-19,CUST0645,Male,26,Clothing,5,163,815,Online,Cash,Bronze
8255,2023-07-01,CUST0076,Male,38,Electronics,5,348,1740,Store,E-Wallet,Silver
8256,2023-11-24,CUST0148,Male,49,Electronics,1,700,700,Store,Credit Card,Silver
8257,2023-09-23,CUST1023,Female,62,Sports,3,173,519,Store,E-Wallet,Gold
8258,2023-10-26,CUST0981,Male,22,Home,5,86,430,Online,Credit Card,Bronze
8259,2023-02-17,CUST0313,Female,50,Clothing,2,93,186,Store,E-Wallet,Bronze
8260,2023-03-16,CUST0488,Male,51,Home,3,144,432,Online,Cash,Bronze
8261,2023-02-24,CUST0997,Female,42,Clothing,5,90,450,Store,Cash,Gold
8262,2023-11-22,CUST0679,Female,68,Home,5,286,1430,Online,Credit Card,Bronze
8263,2023-09-29,CUST0516,Male,20,Clothing,1,50,50,Store,Cash,Gold
8264,2023-08-03,CUST1047,Female,41,Clothing,2,80,160,Store,E-Wallet,Bronze
8265,2023-05-25,CUST0009,Female,41,Electronics,3,653,1959,Online,Cash,Silver
8266,2023-08-10,CUST0114,Male,32,Beauty,2,107,214,Online,Debit Card,Bronze
8267,2023-09-24,CUST0031,Female,35,Home,5,110,550,Online,Cash,Silver
8268,2023-10-19,CUST1026,Female,40,Electronics,5,261,1305,Online,E-Wallet,Silver
8269,2023-07-19,CUST1043,Female,44,Home,5,66,330,Store,Cash,Bronze
8270,2023-03-11,CUST1097,Male,65,Home,2,117,234,Online,Credit Card,Gold
8271,2023-08-12,CUST0608,Male,39,Clothing,5,69,345,Store,Credit Card,Silver
8272,2023-02-13,CUST0243,Female,52,Electronics,1,749,749,Online,Debit Card,Gold
8273,2023-07-21,CUST0686,Female,46,Home,4,132,528,Store,Credit Card,Bronze
8274,2023-07-18,CUST0322,Male,60,Electronics,3,625,1875,Online,Cash,Bronze
8275,2023-07-31,CUST0288,Female,37,Sports,5,173,865,Store,Debit Card,Bronze
8276,2023-11-18,CUST0367,Female,58,Beauty,4,52,208,Store,Credit Card,Bronze
8277,2023-08-07,CUST0900,Female,31,Clothing,4,154,616,Store,Debit Card,Bronze
8278,2023-10-04,CUST0581,Male,29,Electronics,1,307,307,Store,Credit Card,Gold
8279,2023-10-31,CUST0606,Male,35,Beauty,1,68,68,Store,Debit Card,Silver
8280,2023-03-31,CUST0515,Female,52,Sports,3,133,399,Online,E-Wallet,Bronze
8281,2023-06-02,CUST0490,Female,33,Electronics,2,564,1128,Store,Cash,Bronze
8282,2023-05-27,CUST0169,Male,25,Home,4,107,428,Store,E-Wallet,Bronze
8283,2023-11-05,CUST0611,Male,37,Home,4,110,440,Store,Debit Card,Gold
8284,2023-06-21,CUST0751,Female,20,Home,1,228,228,Online,Debit Card,Gold
8285,2023-03-09,CUST0656,Female,20,Sports,4,132,528,Online,Debit Card,Gold
8286,2023-11-17,CUST0721,Female,59,Sports,5,147,735,Store,E-Wallet,Bronze
8287,2023-12-25,CUST0791,Female,22,Electronics,5,319,1595,Online,Credit Card,Bronze
8288,2023-01-14,CUST0474,Female,67,Home,4,202,808,Online,Debit Card,Gold
8289,2023-10-07,CUST0575,Male,62,Clothing,2,46,92,Store,E-Wallet,Silver
8290,2023-02-14,CUST0472,Female,20,Beauty,3,26,78,Store,Credit Card,Silver
8291,2023-03-20,CUST0906,Male,34,Beauty,1,39,39,Online,E-Wallet,Silver
8292,2023-04-08,CUST0496,Female,45,Beauty,2,63,126,Store,E-Wallet,Silver
8293,2023-03-05,CUST1061,Female,65,Electronics,2,756,1512,Store,Debit Card,Silver
8294,2023-09-23,CUST0266,Female,31,Electronics,1,513,513,Online,E-Wallet,Bronze
8295,2023-04-13,CUST0450,Male,39,Clothing,5,147,735,Online,E-Wallet,Silver
8296,2023-01-20,CUST1164,Male,54,Clothing,3,102,306,Online,E-Wallet,Gold
8297,2023-05-23,CUST0735,Male,34,Sports,1,149,149,Store,Cash,Bronze
8298,2023-10-15,CUST0855,Male,48,Sports,1,116,116,Store,Debit Card,Gold
8299,2023-07-19,CUST0558,Female,36,Clothing,4,156,624,Store,Credit Card,Gold
8300,2023-09-04,CUST1120,Female,39,Beauty,5,105,525,Online,Debit Card,Gold
8301,2023-01-20,CUST0792,Female,53,Beauty,3,65,195,Store,Debit Card,Silver
8302,2023-01-10,CUST1065,Male,63,Sports,2,121,242,Store,Credit Card,Bronze
8303,2023-02-15,CUST0646,Female,51,Sports,5,107,535,Store,Debit Card,Gold
8304,2023-09-26,CUST0617,Male,62,Clothing,2,132,264,Store,Debit Card,Bronze
8305,2023-09-15,CUST0558,Female,30,Home,4,142,568,Store,Credit Card,Bronze
8306,2023-11-11,CUST1008,Male,58,Beauty,5,50,250,Store,Debit Card,Silver
8307,2023-06-04,CUST0777,Male,69,Clothing,1,68,68,Store,Debit Card,Silver
8308,2023-05-09,CUST0336,Male,52,Beauty,2,81,162,Store,E-Wallet,Bronze
8309,2023-06-04,CUST0613,Male,55,Sports,2,235,470,Online,E-Wallet,Silver
8310,2023-02-01,CUST0836,Female,48,Beauty,2,119,238,Store,Credit Card,Silver
8311,2023-09-04,CUST0347,Male,61,Sports,2,200,400,Online,Debit Card,Gold
8312,2023-05-29,CUST0495,Male,63,Sports,4,217,868,Store,Debit Card,Bronze
8313,2023-10-08,CUST0213,Female,36,Electronics,3,378,1134,Store,Cash,Bronze
8314,2023-12-18,CUST0827,Male,44,Beauty,5,81,405,Online,E-Wallet,Silver
8315,2023-11-15,CUST0819,Male,25,Home,2,211,422,Online,Debit Card,Silver
8316,2023-06-20,CUST0971,Female,50,Beauty,5,111,555,Online,Credit Card,Silver
8317,2023-05-26,CUST0725,Male,19,Beauty,1,33,33,Store,Debit Card,Gold
8318,2023-12-08,CUST1033,Female,44,Sports,4,95,380,Online,Cash,Bronze
8319,2023-11-06,CUST0567,Male,46,Beauty,4,112,448,Online,Debit Card,Silver
8320,2023-10-18,CUST1144,Male,44,Home,2,166,332,Store,Debit Card,Silver
8321,2023-10-15,CUST0962,Male,21,Sports,2,236,472,Online,Cash,Silver
8322,2023-09-02,CUST1038,Male,53,Beauty,5,113,565,Online,Debit Card,Gold
8323,2023-02-03,CUST0791,Female,66,Beauty,3,70,210,Store,E-Wallet,Bronze
8324,2023-08-27,CUST0014,Female,60,Clothing,3,199,597,Store,Debit Card,Silver
8325,2023-08-01,CUST0869,Female,59,Sports,4,222,888,Online,Debit Card,Silver
8326,2023-08-31,CUST0374,Male,68,Clothing,3,145,435,Online,Credit Card,Silver
8327,2023-01-03,CUST0105,Female,30,Electronics,1,455,455,Online,Cash,Gold
8328,2023-10-22,CUST0134,Male,60,Sports,4,71,284,Online,Credit Card,Silver
8329,2023-08-21,CUST0555,Male,67,Beauty,1,86,86,Online,Credit Card,Silver
